"ID","Epic","Feature","User Story (Short Desc)","User Story (Detail)","Acceptance Criteria","Trạng thái","Việc cần phát triển","Ưu tiên","Thứ tự thực hiện","Tên nhóm","Phụ thuộc"
"PM-051","EP-06 Sprint Review & Retrospective","Sprint Review","Story bị từ chối tự động dội về Backlog","Là một Product Owner, tôi muốn Story bị từ chối tự quay về Product Backlog kèm lý do, để không phải thao tác thủ công và không có việc nào bị thất lạc.","AC1: Reject một Story sẽ tự gỡ Story đó cùng toàn bộ Sub-task khỏi Sprint và đưa về Backlog.
AC2: Lý do từ chối được ghi vào lịch sử với loại kích hoạt riêng dành cho nghiệm thu.
AC3: Story quay về Backlog giữ nguyên Story Point và các Sub-task đã có.
AC4: Số liệu đã hoàn thành của Sprint được điều chỉnh tương ứng trước khi chốt snapshot.
AC5: Chỉ áp dụng cho dự án khung Scrum.","MỘT PHẦN","Cơ chế trả về Backlog đã có và khá chắc: ReturnNodesToBacklog với 3 loại kích hoạt, lý do bắt buộc được ép bằng CHECK constraint, lịch sử bất biến. Chỉ thiếu loại kích hoạt dành cho nghiệm thu vì chưa có bước reject. ĐÂY LÀ HẠNG MỤC CHI PHÍ THẤP NHẤT TRONG EPIC NÀY. Sau PM-041 thì việc gỡ phải cascade theo cả nhánh cây.","P0","G04-03","G04 Sprint Review","PM-050"
"PM-052","EP-06 Sprint Review & Retrospective","Sprint Review","Ghi nhận phản hồi của Stakeholder trong buổi Review","Là một Product Owner, tôi muốn lưu lại phản hồi của các bên liên quan ngay trong buổi Review, để ý kiến không bị rơi rụng sau cuộc họp.","AC1: Ghi được nhiều phản hồi trong một phiên Review, mỗi phản hồi gắn với một stakeholder trong danh bạ dự án.
AC2: Phản hồi gắn được với một Story cụ thể hoặc để ở mức toàn Sprint.
AC3: Phản hồi hiển thị lại khi tra cứu phiên Review trong quá khứ.
AC4: Chỉ áp dụng cho dự án khung Scrum.","CHƯA CÓ","Có bảng stakeholders nhưng chỉ là danh bạ, không liên kết với sprint. Trường văn bản tự do duy nhất hiện có là lý do trả hạng mục, không phải phản hồi nghiệm thu. Cần bảng riêng liên kết stakeholder với sprint và Story.","P1","G04-04","G04 Sprint Review","PM-049"
"PM-053","EP-06 Sprint Review & Retrospective","Sprint Review","Tạo nhanh User Story mới từ phản hồi Review","Là một Product Owner, tôi muốn biến một phản hồi thành User Story mới chỉ bằng một thao tác, để ý tưởng đi thẳng vào Backlog thay vì nằm trong biên bản họp.","AC1: Mỗi phản hồi có nút tạo User Story mới.
AC2: Story mới được tạo trong Backlog của dự án với loại thẻ Story, tiêu đề và mô tả lấy từ phản hồi.
AC3: Story mới lưu liên kết ngược về phản hồi gốc và về phiên Review đã sinh ra nó.
AC4: Người dùng chỉnh sửa được nội dung trước khi xác nhận tạo.
AC5: Chỉ áp dụng cho dự án khung Scrum.","CHƯA CÓ","Không có endpoint tạo Story từ phản hồi vì chưa có bảng phản hồi. Cần API tạo node backlog từ phản hồi kèm lưu liên kết hai chiều.","P1","G04-05","G04 Sprint Review","PM-052"
"PM-054","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Tạo phiên Retro theo mẫu có sẵn","Là một Scrum Master, tôi muốn tạo phiên Retrospective từ các mẫu quen thuộc như Well, Wrong, Improvements, để không phải dựng lại bảng từ đầu mỗi Sprint.","AC1: Mỗi Sprint tạo được một phiên Retro.
AC2: Có sẵn tối thiểu 2 mẫu bảng Retro để chọn khi tạo phiên.
AC3: Số cột và tên cột của bảng lấy theo mẫu đã chọn và sửa lại được.
AC4: Thành viên dự án thêm được ghi chú vào từng cột.
AC5: Chỉ Scrum Master mở và đóng được phiên Retro.
AC6: Chỉ áp dụng cho dự án khung Scrum.","CHƯA CÓ","Grep retro toàn repo cho 0 kết quả thực; các kết quả khớp chỉ là từ retroactively và retrofit trong comment. Đây là phân hệ phải xây từ con số 0: bảng phiên Retro, bảng cột, bảng ghi chú; API; màn hình bảng Retro.","P0","G05-01","G05 Sprint Retrospective","PM-005"
"PM-055","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Ghi ý kiến ở chế độ ẩn danh","Là một thành viên nhóm, tôi muốn nêu ý kiến mà không lộ danh tính, để nói thật về vấn đề khó nói mà vẫn an toàn.","AC1: Phiên Retro bật hoặc tắt được chế độ ẩn danh khi tạo.
AC2: Ở chế độ ẩn danh, danh tính người viết bị ẩn ngay tại tầng API, không chỉ ẩn ở giao diện.
AC3: Scrum Master cũng không xem được danh tính khi phiên đang ở chế độ ẩn danh.
AC4: Người viết vẫn sửa và xóa được ghi chú của chính mình.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Cần cờ ẩn danh trên phiên Retro và lọc bỏ mã người viết ở tầng serializer chứ không chỉ ẩn ở giao diện.","P0","G05-02","G05 Sprint Retrospective","PM-054"
"PM-056","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Bỏ phiếu chọn vấn đề ưu tiên (Dot-voting)","Là một thành viên nhóm, tôi muốn bỏ phiếu cho các ghi chú, để cả nhóm cùng chọn ra vấn đề nhức nhối nhất thay vì người nói to nhất quyết định.","AC1: Mỗi người có số phiếu giới hạn, cấu hình được khi tạo phiên.
AC2: Bỏ phiếu và rút phiếu được, không vượt quá hạn mức.
AC3: Số phiếu hiển thị theo thời gian thực cho mọi người đang mở bảng.
AC4: Sắp xếp ghi chú theo số phiếu giảm dần.
AC5: Khóa bỏ phiếu được khi Scrum Master chuyển sang bước thảo luận.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Cần bảng phiếu bầu với ràng buộc hạn mức; cập nhật theo thời gian thực; giao diện sắp xếp theo phiếu.","P1","G05-03","G05 Sprint Retrospective","PM-054"
"PM-057","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Sinh Action Item từ kết luận Retro thành thẻ công việc","Là một Scrum Master, tôi muốn biến giải pháp thống nhất trong Retro thành thẻ công việc thật, để cải tiến được thực thi chứ không dừng ở biên bản.","AC1: Mỗi ghi chú Retro có tùy chọn tạo Action Item.
AC2: Action Item sinh ra một thẻ trong Backlog với loại thẻ tương ứng và người chịu trách nhiệm.
AC3: Thẻ sinh ra lưu liên kết ngược về phiên Retro đã tạo ra nó.
AC4: Màn hình Retro hiển thị trạng thái hiện tại của các thẻ Action Item đã sinh.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Cần bảng Action Item với cột trỏ về WBS node; API tạo thẻ; hiển thị trạng thái ngược lại trên màn hình Retro.","P0","G05-04","G05 Sprint Retrospective","PM-054"
"PM-058","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Đưa Action Item vào Sprint Backlog kế tiếp","Là một Scrum Master, tôi muốn đưa các thẻ hành động vào Sprint kế tiếp, để cải tiến có chỗ trong kế hoạch chứ không bị đẩy lùi mãi.","AC1: Từ màn hình Retro chọn được Sprint đích để đưa Action Item vào.
AC2: Action Item chưa hoàn thành sau Sprint đó được đánh dấu nổi bật ở Retro kế tiếp.
AC3: Có chỉ số tỷ lệ Action Item đã hoàn thành qua các Sprint.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Tận dụng API gán Sprint sẵn có; thêm chỉ số theo dõi tỷ lệ hoàn thành Action Item.","P1","G05-05","G05 Sprint Retrospective","PM-057"
"PM-059","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Tra cứu lịch sử các phiên Retro đã qua","Là một Scrum Master, tôi muốn xem lại biên bản Retro của các Sprint trước, để nhận ra nhóm có đang lặp lại sai lầm cũ hay không.","AC1: Có danh sách toàn bộ phiên Retro của dự án sắp theo thời gian.
AC2: Mở lại được nội dung đầy đủ của phiên đã đóng ở chế độ chỉ đọc.
AC3: Tìm kiếm được theo từ khóa trong nội dung ghi chú và Action Item.
AC4: Chế độ ẩn danh của phiên cũ vẫn được tôn trọng khi tra cứu lại.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Cần màn hình danh sách và chi tiết chỉ đọc; đánh chỉ mục tìm kiếm toàn văn.","P1","G05-06","G05 Sprint Retrospective","PM-054"
"PM-060","EP-06 Sprint Review & Retrospective","Sprint Retrospective","Biểu đồ sức khỏe nhóm qua các phiên Retro","Là một Scrum Master, tôi muốn thấy xu hướng sức khỏe nhóm qua nhiều Sprint, để đánh giá nhóm đang tiến bộ hay đang xấu đi.","AC1: Mỗi phiên Retro thu thập một chỉ số tâm trạng hoặc mức độ hài lòng của thành viên.
AC2: Chỉ số này luôn ẩn danh.
AC3: Có biểu đồ đường thể hiện xu hướng qua các Sprint.
AC4: Biểu đồ đối chiếu được với biểu đồ Velocity cùng kỳ.","CHƯA CÓ","Chưa tồn tại phân hệ Retro. Cần cơ chế thu thập chỉ số ẩn danh; lưu snapshot theo phiên; biểu đồ xu hướng.","P2","G05-07","G05 Sprint Retrospective","PM-059"
"PM-061","EP-07 Timesheet & Bóc tách chi phí R&D","Ghi nhận giờ công","Log giờ làm việc vào Task","Là một Developer, tôi muốn ghi nhận số giờ đã làm cho từng Task theo ngày, để công sức được ghi nhận đầy đủ.","AC1: Ghi được số giờ theo ngày, gắn với Task, Team Task hoặc chỉ dự án.
AC2: Mô tả công việc là bắt buộc.
AC3: Bản ghi ở trạng thái nháp thì sửa và xóa được, đã gửi duyệt thì không.","ĐÃ CÓ","Không. Đã có entity Timesheet với đủ trường và 4 trạng thái. Dùng chung cho cả hai khung quản trị.","—","—","—",""
"PM-062","EP-07 Timesheet & Bóc tách chi phí R&D","Ghi nhận giờ công","Tự động cộng dồn giờ thực tế lên thẻ và node cha","Là một Project Manager, tôi muốn giờ thực tế tự cộng dồn lên thẻ và lên các node cha, để nhìn được chi phí công sức ở mọi cấp mà không phải tính tay.","AC1: Log giờ vào Task sẽ cộng vào giờ thực tế của Task đó.
AC2: Sửa hoặc xóa bản ghi giờ sẽ điều chỉnh lại đúng, không để giá trị âm.
AC3: Giờ thực tế được tổng hợp ngược lên toàn bộ node cha.","ĐÃ CÓ","Không. Đã có logic cộng dồn kèm guard chống âm, và rollup lên node cha. LƯU Ý KỸ THUẬT: timesheet gọi thẳng repository nên mỗi lần log giờ đều kích hoạt rollup toàn chuỗi tổ tiên — đây là mắt xích nối Timesheet với EVM của dự án PMI, cần thận trọng khi đụng vào.","—","—","—",""
"PM-063","EP-07 Timesheet & Bóc tách chi phí R&D","Phê duyệt giờ công","Gửi duyệt bảng giờ công theo kỳ","Là một Developer, tôi muốn gửi duyệt toàn bộ giờ công của một kỳ trong một thao tác, để không phải gửi từng dòng.","AC1: Chọn khoảng thời gian và gửi duyệt toàn bộ bản ghi nháp trong khoảng đó.
AC2: Bản ghi đã gửi chuyển sang trạng thái chờ duyệt và trở thành bất biến.
AC3: Hệ thống báo rõ số bản ghi đã gửi thành công.","ĐÃ CÓ","Không. Đã có gửi duyệt theo kỳ và cơ chế khóa bản ghi sau khi gửi.","—","—","—",""
"PM-064","EP-07 Timesheet & Bóc tách chi phí R&D","Phê duyệt giờ công","Duyệt hoặc từ chối bảng giờ công","Là một quản lý, tôi muốn duyệt hoặc từ chối giờ công của nhân sự thuộc phạm vi quản lý, để số liệu chuyển sang kế toán là số liệu đã được xác nhận.","AC1: Duyệt được nhiều bản ghi cùng lúc.
AC2: Từ chối bắt buộc kèm lý do.
AC3: Chỉ duyệt được bản ghi của nhân sự thuộc phạm vi quản lý.
AC4: Người sở hữu bản ghi nhận được thông báo kết quả.","ĐÃ CÓ","Không. Đã có duyệt hàng loạt, từ chối kèm lý do, kiểm tra phạm vi quản lý và thông báo cho chủ sở hữu.","—","—","—",""
"PM-065","EP-07 Timesheet & Bóc tách chi phí R&D","Phê duyệt giờ công","Cho phép PM và Scrum Master duyệt giờ công của dự án mình","Là một Project Manager, tôi muốn duyệt giờ công của các thành viên trong dự án tôi phụ trách.","AC1: PM và Scrum Master duyệt được bản ghi giờ gắn với dự án mình phụ trách.
AC2: Hai kênh duyệt cùng tồn tại và không duyệt trùng nhau.","NGOÀI PHẠM VI","ĐƯA RA KHỎI PHẠM VI SCRUM: luồng phê duyệt timesheet dùng chung cho mọi dự án của mọi khung; đổi phạm vi duyệt là đổi hành vi của cả dự án PMI. Hiện phạm vi duyệt xác định theo cấp quản lý nhân sự, hoạt động ổn định. Đưa vào backlog riêng nếu cần.","—","—","Ngoài phạm vi Scrum",""
"PM-066","EP-07 Timesheet & Bóc tách chi phí R&D","Phê duyệt giờ công","Xuất dữ liệu giờ công đã duyệt","Là một nhân sự kế toán, tôi muốn xuất dữ liệu giờ công đã duyệt theo kỳ, để nhân với đơn giá ở hệ thống kế toán.","AC1: Chỉ xuất bản ghi ở trạng thái đã duyệt.
AC2: Xuất được theo phạm vi toàn tổ chức và theo nhóm.
AC3: File xuất ở định dạng Excel kèm tên file có ghi kỳ báo cáo.","ĐÃ CÓ","Không. Đã có 4 endpoint báo cáo và xuất file với điều kiện cứng chỉ lấy bản ghi đã duyệt.","—","—","—",""
"PM-067","EP-07 Timesheet & Bóc tách chi phí R&D","Phê duyệt giờ công","API tích hợp giờ công sang hệ thống HRM và Kế toán","Là một quản trị hệ thống, tôi muốn hệ thống kế toán tự lấy dữ liệu giờ công đã duyệt qua API, để không phải xuất file và nhập tay hằng tháng.","AC1: Có endpoint trả dữ liệu giờ công đã duyệt ở định dạng JSON, hỗ trợ phân trang và lọc theo kỳ.
AC2: Endpoint xác thực bằng khóa dịch vụ riêng, không dùng phiên đăng nhập người dùng.
AC3: Dữ liệu trả về không chứa đơn giá hay số tiền, đúng nguyên tắc không tính tiền trong module dự án.
AC4: Có cơ chế đánh dấu kỳ đã đồng bộ để tránh lấy trùng.","CHƯA CÓ","Hiện chỉ có file Excel tải về cho người dùng, chưa phải API tích hợp máy với máy, không có webhook. Cần endpoint JSON có phân trang; cơ chế xác thực dịch vụ; đánh dấu kỳ đã đồng bộ. Phục vụ cả hai khung quản trị.","P2","G09-03","G09 Tài chính & tích hợp","PM-066"
"PM-068","EP-07 Timesheet & Bóc tách chi phí R&D","Bóc tách R&D","Đánh dấu thuộc tính R&D hoặc Thương mại ở cấp Epic, Feature, Story","Là một Project Manager, tôi muốn phân loại công việc là R&D hay Thương mại ngay từ cấp Epic, để về sau bóc tách được chi phí phục vụ ưu đãi thuế.","AC1: Node cấp Epic, Feature và Story có trường phân loại với các giá trị R&D, Thương mại, Nội bộ.
AC2: Trường này khai báo được cả ở cấp dự án làm giá trị mặc định.
AC3: Đổi phân loại được ghi nhật ký truy vết.
AC4: Có báo cáo tổng hợp giờ công theo từng phân loại.
AC5: Áp dụng cho cả hai khung quản trị.","CHƯA CÓ","Đã có cờ is_rnd_project ở cấp dự án và wbs_nodes.is_rnd ở cấp node nhưng mới là metadata, chưa có phân loại 3 giá trị, chưa có kế thừa và chưa có báo cáo. Cần mở rộng thành trường phân loại đầy đủ; API; giao diện; báo cáo theo phân loại.","P1","G09-01","G09 Tài chính & tích hợp","PM-092"
"PM-069","EP-07 Timesheet & Bóc tách chi phí R&D","Bóc tách R&D","Kế thừa thuộc tính R&D xuống Task và bản ghi giờ công","Là một Developer, tôi muốn khi log giờ hệ thống tự biết công việc này thuộc loại R&D hay Thương mại, để tôi không phải chọn thủ công mỗi lần.","AC1: Task và Sub-task tự kế thừa phân loại từ node cha gần nhất có khai báo.
AC2: Bản ghi giờ công lưu lại phân loại tại thời điểm ghi nhận, không phụ thuộc thay đổi về sau.
AC3: Đổi phân loại ở node cha chỉ ảnh hưởng bản ghi giờ mới, không sửa lại dữ liệu quá khứ.
AC4: Trường hợp cần ghi đè ở cấp Task thì vẫn cho phép và hiển thị dấu hiệu đã ghi đè.","CHƯA CÓ","Cần logic kế thừa theo nhánh cây và sao chép giá trị vào bản ghi timesheet tại thời điểm ghi. CẨN TRỌNG: timesheet service gọi thẳng repository, bypass service layer, nên logic kế thừa phải đặt đúng chỗ mới có hiệu lực.","P1","G09-02","G09 Tài chính & tích hợp","PM-068"
"PM-070","EP-07 Timesheet & Bóc tách chi phí R&D","Kiểm soát ngân sách giờ","Cảnh báo vượt ngân sách giờ gửi đúng cho PM và Scrum Master","Là một Project Manager, tôi muốn nhận cảnh báo khi giờ thực tế vượt giờ ước lượng, để can thiệp kịp thời trước khi dự án đội chi phí.","AC1: Cảnh báo được gửi cho Project Manager và Scrum Master của dự án, không phải cho người vừa log giờ.
AC2: Mỗi thẻ chỉ gửi cảnh báo một lần cho mỗi ngưỡng đã vượt, không gửi lại mỗi lần log thêm.
AC3: Ngưỡng cảnh báo cấu hình được ở cấp dự án, mặc định 100 phần trăm.
AC4: Developer vẫn log được giờ vượt ước lượng; hệ thống không chặn, chỉ cảnh báo.
AC5: Cảnh báo gửi qua cả chuông trong ứng dụng và Lark.
AC6: Áp dụng cho cả hai khung quản trị; đây là thay đổi hành vi có chủ đích cần thông báo trước.","MỘT PHẦN","LỖI ĐANG TỒN TẠI: thông báo vượt giờ hiện gửi cho chính người log giờ chứ không phải PM hay SM, không có cơ chế chống lặp nên bắn lại mỗi lần log, và ngưỡng cứng 100 phần trăm không cấu hình được. LƯU Ý PHẠM VI: thông báo này phát cho MỌI wbs_node của MỌI dự án kể cả PMI, nên sửa người nhận là thay đổi hành vi của cả hai khung. Cần đổi người nhận; thêm cờ chống lặp theo mẫu đã có ở report_service; cho cấu hình ngưỡng; mở kênh Lark.","P0","G01-02","G01 Vá lỗi & siết validation",""
"PM-071","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số Sprint","Biểu đồ Velocity so sánh cam kết và hoàn thành","Là một Scrum Master, tôi muốn so sánh Story Point cam kết và thực tế hoàn thành qua các Sprint, để dự báo chính xác khối lượng cho Sprint tới.","AC1: Biểu đồ hiển thị từng Sprint đã đóng với số điểm cam kết và số điểm hoàn thành.
AC2: Số liệu lấy từ bản snapshot đóng băng lúc đóng Sprint, không đọc dữ liệu sống.
AC3: Sửa dữ liệu quá khứ không làm thay đổi số liệu Velocity đã ghi nhận.
AC4: Có tỷ lệ hoàn thành theo phần trăm cho từng Sprint.","ĐÃ CÓ","Không. Đã có bảng snapshot Sprint với số điểm cam kết, hoàn thành, trả về và tỷ lệ hoàn thành, cùng biểu đồ. LƯU Ý: sau PM-040 phải đảm bảo chỉ đếm ở cấp gốc sprint item để Velocity không phồng lên.","—","—","—",""
"PM-072","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số Sprint","Biểu đồ Burndown trong Sprint theo từng ngày","Là một Scrum Master, tôi muốn xem đường công việc còn lại giảm dần theo từng ngày trong Sprint, để phát hiện sớm nguy cơ không kịp tiến độ.","AC1: Trục ngang là các ngày trong Sprint đang chạy, không phải các Sprint.
AC2: Đường thực tế vẽ theo giờ còn lại của Task và Sub-task, hoặc theo số hạng mục còn lại, cấu hình được.
AC3: Có đường lý tưởng để đối chiếu.
AC4: Dữ liệu được chụp tự động mỗi ngày, không phụ thuộc thao tác thủ công.
AC5: Ngày nghỉ và ngày lễ được loại khỏi đường lý tưởng.
AC6: Chỉ áp dụng cho dự án khung Scrum; dự án PMI đã có SPI và CPI riêng.","MỘT PHẦN","Đường hiện được đặt tên Burndown thực chất vẽ theo các Sprint đã đóng và theo Story Point, không phải theo ngày trong Sprint và không có đường lý tưởng. TIN TỐT: sau PM-041 thì Sub-task nằm trong Sprint và mang giờ ước lượng, giờ thực tế đã tự cộng dồn từ timesheet, nên nguồn dữ liệu vẽ Burndown theo giờ còn lại đã sẵn sàng. Cần bảng snapshot hằng ngày cho Sprint đang chạy và tác vụ nền chụp cuối ngày.","P1","G08-01","G08 Đo lường & biểu đồ","PM-042"
"PM-073","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số dự án","Biểu đồ Burnup kiểm soát phình to phạm vi","Là một Product Owner, tôi muốn xem đường tổng khối lượng công việc song song với đường đã hoàn thành, để phát hiện ngay khi phạm vi bị phình to.","AC1: Biểu đồ có hai đường: tổng khối lượng công việc và khối lượng đã hoàn thành.
AC2: Đường tổng tăng đột ngột được đánh dấu nổi bật kèm ghi chú hạng mục nào vừa được thêm.
AC3: Xem được ở phạm vi Sprint và phạm vi toàn dự án.
AC4: Chỉ áp dụng cho dự án khung Scrum.","CHƯA CÓ","Grep burnup cho 0 kết quả trong code, chỉ có trong tài liệu thiết kế. Dùng chung hạ tầng snapshot hằng ngày với PM-072; vẽ 2 đường; đánh dấu điểm phạm vi tăng.","P2","G08-02","G08 Đo lường & biểu đồ","PM-072"
"PM-074","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số dự án","Biểu đồ luồng tích lũy (CFD) phát hiện nút thắt","Là một Scrum Master, tôi muốn xem số lượng thẻ ở từng trạng thái theo thời gian, để phát hiện chính xác chỗ nào đang làm nghẽn luồng công việc.","AC1: Biểu đồ vùng xếp chồng thể hiện số thẻ ở từng trạng thái theo ngày.
AC2: Vùng của một trạng thái phình to liên tục được cảnh báo là nút thắt tiềm năng.
AC3: Chọn được khoảng thời gian hiển thị.
AC4: Rê chuột hiển thị số liệu chi tiết của ngày đó.
AC5: Chỉ áp dụng cho dự án khung Scrum.","CHƯA CÓ","Grep cumulative flow và CFD cho 0 kết quả. Thiếu điều kiện cần: không có bảng lưu số lượng thẻ theo từng trạng thái theo ngày. Dùng chung hạ tầng snapshot với PM-072; thêm biểu đồ vùng xếp chồng.","P2","G08-03","G08 Đo lường & biểu đồ","PM-072"
"PM-075","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số dự án","Tính tiến độ dự án tự động từ cây công việc","Là một PMO, tôi muốn tiến độ dự án được tính tự động từ tiến độ các hạng mục con.","AC1: Tiến độ dự án được tính từ tổng hợp tiến độ của cây công việc, không nhập tay.","NGOÀI PHẠM VI","ĐƯA RA KHỎI PHẠM VI SCRUM: cột tiến độ của dự án được ĐỌC bởi 7 màn hình và báo cáo (Strategic Objective tính có trọng số, Program tính trung bình, Portfolio, danh sách dự án, snapshot EVM, xuất PDF, xuất Excel), và hiện đang bị freeze CÓ CHỦ ĐÍCH (UpdateProject luôn giữ giá trị cũ). Đây là quyết định của phía PMI. Đổi cách tính sẽ làm gãy tính liên tục của dữ liệu snapshot lịch sử.","—","—","Ngoài phạm vi Scrum",""
"PM-076","EP-08 Báo cáo, Chỉ số & Audit Log","Chỉ số dự án","Chụp ảnh số liệu dự án tự động hằng ngày","Là một PMO, tôi muốn số liệu dự án được chụp lại tự động mỗi ngày, để biểu đồ xu hướng không bị thủng lỗ khi không ai bấm nút.","AC1: Có tác vụ nền chạy hằng ngày chụp số liệu của mọi dự án đang hoạt động.
AC2: Tác vụ chạy an toàn khi hệ thống có nhiều máy chủ, không tạo bản ghi trùng.
AC3: Bật hoặc tắt được tác vụ từ màn hình cấu hình mà không cần khởi động lại.
AC4: Endpoint chụp thủ công vẫn giữ nguyên để dùng khi cần.","MỘT PHẦN","Có 5 bảng snapshot nhưng snapshot dự án chỉ chụp thủ công qua endpoint, tác vụ tự động đã bị gỡ. Cần khôi phục tác vụ chụp hằng ngày, tận dụng bộ đăng ký tác vụ nền và khóa phân tán đã có sẵn. Phục vụ cả hai khung quản trị.","P1","G01-06","G01 Vá lỗi & siết validation",""
"PM-077","EP-08 Báo cáo, Chỉ số & Audit Log","Báo cáo tổng hợp","Báo cáo tổng hợp Sprint và Release","Là một Product Owner, tôi muốn một báo cáo tổng hợp toàn bộ Sprint và Release của dự án, để trình bày với lãnh đạo mà không phải ghép số liệu thủ công.","AC1: Báo cáo có phần tổng quan, danh sách Sprint đã đóng và danh sách Release đã phát hành.
AC2: Số liệu đọc từ snapshot nên không đổi khi dữ liệu sống thay đổi.
AC3: Xuất được ra Excel và PDF.","ĐÃ CÓ","Không. Đã có endpoint báo cáo tổng hợp đọc từ snapshot Sprint và Release, kèm chức năng xuất file.","—","—","—",""
"PM-078","EP-08 Báo cáo, Chỉ số & Audit Log","Nhật ký truy vết","Ghi nhật ký các thao tác quan trọng","Là một Admin, tôi muốn mọi thao tác quan trọng được ghi lại, để truy cứu khi có sự cố hoặc tranh chấp.","AC1: Ghi nhật ký cho các thao tác quan trọng kèm người thực hiện và thời điểm.","NGOÀI PHẠM VI","ĐƯA RA KHỎI PHẠM VI SCRUM: bảng nhật ký dùng chung được ghi từ 42 file trên 5 module (pm, ticket, hr, fin, sys), cộng middleware audit và 2 tác vụ nền. Việc phủ đủ và chuẩn hóa là dự án riêng. Nhu cầu ghi nhật ký của Scrum đi vào bảng riêng của module PM (xem PM-047, PM-048).","—","—","Ngoài phạm vi Scrum",""
"PM-079","EP-08 Báo cáo, Chỉ số & Audit Log","Nhật ký truy vết","Chuẩn hóa nhật ký với giá trị trước và sau","Là một Admin, tôi muốn tra được chính xác một thẻ đã thay đổi những gì và ai đổi.","AC1: Bản ghi nhật ký có đủ loại đối tượng, mã đối tượng, mã dự án, giá trị trước và giá trị sau.","NGOÀI PHẠM VI","ĐƯA RA KHỎI PHẠM VI SCRUM: đổi schema bảng nhật ký dùng chung ảnh hưởng TẤT CẢ module cùng middleware audit và 2 tác vụ nền. Rủi ro rất cao, lợi ích cho Scrum thấp. Bảng nhật ký riêng của module PM đã có sẵn cột giá trị trước và sau.","—","—","Ngoài phạm vi Scrum",""
"PM-080","EP-08 Báo cáo, Chỉ số & Audit Log","Nhật ký truy vết","Màn hình tra cứu nhật ký hợp nhất","Là một Admin, tôi muốn tra cứu nhật ký ở một chỗ duy nhất thay vì ba nguồn rời rạc.","AC1: Màn hình gộp dữ liệu từ cả ba nguồn nhật ký hiện có.","NGOÀI PHẠM VI","ĐƯA RA KHỎI PHẠM VI SCRUM: phụ thuộc PM-079 vốn đã ngoài phạm vi. Đưa vào backlog hạ tầng nếu cần.","—","—","Ngoài phạm vi Scrum",""
"PM-081","EP-09 Giao tiếp & Chuẩn hệ thống","Thông báo","Nhận thông báo trong ứng dụng","Là một thành viên nhóm, tôi muốn nhận thông báo qua chuông trong ứng dụng, để không bỏ lỡ việc liên quan đến mình.","AC1: Có biểu tượng chuông hiển thị số thông báo chưa đọc.
AC2: Đánh dấu đã đọc từng thông báo hoặc tất cả.
AC3: Bấm vào thông báo mở đúng đối tượng liên quan.","ĐÃ CÓ","Không. Đã có chuông thông báo và bảng thông báo với cờ đã đọc.","—","—","—",""
"PM-082","EP-09 Giao tiếp & Chuẩn hệ thống","Thông báo","Nhận thông báo Lark khi được gán việc hoặc bị nhắc tên","Là một thành viên nhóm, tôi muốn nhận thông báo qua Lark khi được gán việc hoặc bị nhắc tên trong bình luận, để biết ngay mà không cần mở hệ thống.","AC1: Gán việc và nhắc tên trong bình luận đều gửi thông báo Lark.
AC2: Gán hàng loạt nhiều thẻ chỉ gửi một thông báo gộp.
AC3: Lark gặp sự cố không làm hỏng thao tác nghiệp vụ đang thực hiện.","ĐÃ CÓ","Không. Đã có thông báo nhắc tên, gán việc đơn và gán việc hàng loạt, theo mô hình gửi và bỏ qua lỗi.","—","—","—",""
"PM-083","EP-09 Giao tiếp & Chuẩn hệ thống","Thông báo","Mở rộng kênh Lark cho sự kiện Sprint và giờ công","Là một thành viên nhóm, tôi muốn nhận thông báo Lark cho cả các sự kiện Sprint và kết quả duyệt giờ công, để không phải vào hệ thống kiểm tra.","AC1: Bắt đầu Sprint, kết thúc Sprint, duyệt và từ chối giờ công, cảnh báo vượt giờ đều gửi được qua Lark.
AC2: Người dùng bật hoặc tắt được từng loại thông báo theo kênh.
AC3: Người tạo thẻ cũng nằm trong danh sách nhận thông báo bên cạnh người được gán việc.","CHƯA CÓ","Kênh Lark hiện chỉ phủ 3 tình huống: nhắc tên, gán việc đơn, gán việc hàng loạt. Sự kiện Sprint, giờ công và cảnh báo vượt giờ chỉ hiện trong ứng dụng. Cần mở rộng kênh gửi; thêm cấu hình bật tắt theo loại; bổ sung người tạo vào danh sách nhận.","P2","G09-04","G09 Tài chính & tích hợp",""
